date,shap_COHERENCE,shap_COVERAGE,shap_INTERACTION,shap_M1,shap_M2,shap_M3,shap_M4,shap_M5,shap_expected_value,dynamic_weight_COHERENCE,dynamic_weight_COVERAGE,dynamic_weight_INTERACTION,dynamic_weight_M1,dynamic_weight_M2,dynamic_weight_M3,dynamic_weight_M4,dynamic_weight_M5
2016-02-02,-21.518846111300334,0.0,-2.4928786424907323,-0.05142524113412751,-4.0384378743635425,-4.4645108414882575,0.2393509124857156,-1.2255436687513996,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-02-03,-21.518846111300334,0.0,-2.4928786424907323,-0.05142524113412751,-4.0384378743635425,-4.4645108414882575,0.2393509124857156,-1.2255436687513996,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-02-04,-21.518846111300334,0.0,-2.4928786424907323,-0.05142524113412751,-4.0384378743635425,-4.4645108414882575,0.2393509124857156,-1.2255436687513996,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-02-05,-21.518846111300334,0.0,-2.4928786424907323,-0.05142524113412751,-4.0384378743635425,-4.4645108414882575,0.2393509124857156,-1.2255436687513996,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-02-06,-21.518846111300334,0.0,-2.4928786424907323,-0.05142524113412751,-4.0384378743635425,-4.4645108414882575,0.2393509124857156,-1.2255436687513996,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-02-07,-21.518846111300334,0.0,-2.4928786424907323,-0.05142524113412751,-4.0384378743635425,-4.4645108414882575,0.2393509124857156,-1.2255436687513996,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-02-08,-21.518846111300334,0.0,-2.4928786424907323,-0.05142524113412751,-4.0384378743635425,-4.4645108414882575,0.2393509124857156,-1.2255436687513996,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-02-09,-21.518846111300334,0.0,-2.4928786424907323,-0.05142524113412751,-4.0384378743635425,-4.4645108414882575,0.2393509124857156,-1.2255436687513996,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-02-10,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-11,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-12,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-13,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-14,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-15,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-16,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-17,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-18,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-19,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-21,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-22,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-23,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-24,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-25,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-26,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-27,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-28,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-29,-21.587818851983037,0.0,-2.4928786424907323,-0.05142524113412751,-4.090837756637112,-4.617419205555212,-0.13385267521297844,-1.2246902132269848,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-02,-20.832033692043282,0.0,-2.4862697001018277,-0.05142524113412751,-4.141922619508612,-4.392987347651788,0.2424895529236679,-0.8520966975048441,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-03-03,-20.832033692043282,0.0,-2.4862697001018277,-0.05142524113412751,-4.141922619508612,-4.392987347651788,0.2424895529236679,-0.8520966975048441,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-03-04,-20.832033692043282,0.0,-2.4862697001018277,-0.05142524113412751,-4.141922619508612,-4.392987347651788,0.2424895529236679,-0.8520966975048441,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-03-05,-20.832033692043282,0.0,-2.4862697001018277,-0.05142524113412751,-4.141922619508612,-4.392987347651788,0.2424895529236679,-0.8520966975048441,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-03-06,-20.832033692043282,0.0,-2.4862697001018277,-0.05142524113412751,-4.141922619508612,-4.392987347651788,0.2424895529236679,-0.8520966975048441,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-03-07,-20.832033692043282,0.0,-2.4862697001018277,-0.05142524113412751,-4.141922619508612,-4.392987347651788,0.2424895529236679,-0.8520966975048441,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-03-08,-20.832033692043282,0.0,-2.4862697001018277,-0.05142524113412751,-4.141922619508612,-4.392987347651788,0.2424895529236679,-0.8520966975048441,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-03-09,-20.832033692043282,0.0,-2.4862697001018277,-0.05142524113412751,-4.141922619508612,-4.392987347651788,0.2424895529236679,-0.8520966975048441,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-03-10,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-11,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-12,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-13,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-14,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-15,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-16,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-17,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-18,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-19,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-20,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-21,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-22,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-23,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-24,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-25,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-26,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-27,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-28,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-29,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-30,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-31,-20.901006432725985,0.0,-2.4862697001018277,-0.05142524113412751,-4.134751711851094,-4.5556619278849695,-0.13557769176864046,-0.8561068989740437,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,-21.729906330418576,0.0,-2.5094728537408346,-0.0635040405995054,-4.15548743342449,-4.504508307807374,-0.13557769176864046,1.0566273173379996,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-02,-21.729906330418576,0.0,-2.5094728537408346,-0.0635040405995054,-4.15548743342449,-4.504508307807374,-0.13557769176864046,1.0566273173379996,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-03,-21.660933589735873,0.0,-2.5094728537408346,-0.0635040405995054,-4.1626583410820075,-4.341833727574192,0.2424895529236679,1.0606375188071993,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.1860828143195454,0.8139171856804546
2016-04-04,-21.660933589735873,0.0,-2.5094728537408346,-0.0635040405995054,-4.1626583410820075,-4.341833727574192,0.2424895529236679,1.0606375188071993,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.1860828143195454,0.8139171856804546
2016-04-05,-21.660933589735873,0.0,-2.5094728537408346,-0.0635040405995054,-4.1626583410820075,-4.341833727574192,0.2424895529236679,1.0606375188071993,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.1860828143195454,0.8139171856804546
2016-04-06,-21.660933589735873,0.0,-2.5094728537408346,-0.0635040405995054,-4.1626583410820075,-4.341833727574192,0.2424895529236679,1.0606375188071993,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.1860828143195454,0.8139171856804546
2016-04-07,-21.660933589735873,0.0,-2.5094728537408346,-0.0635040405995054,-4.1626583410820075,-4.341833727574192,0.2424895529236679,1.0606375188071993,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.1860828143195454,0.8139171856804546
2016-04-08,-22.426126934174647,0.0,-2.497028634211883,-0.24310833834775025,-4.1626583410820075,-4.351220484463594,0.2424895529236679,1.067551497414618,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.18510072860774165,0.8148992713922584
2016-04-09,-22.426126934174647,0.0,-2.497028634211883,-0.24310833834775025,-4.1626583410820075,-4.351220484463594,0.2424895529236679,1.067551497414618,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.18510072860774165,0.8148992713922584
2016-04-10,-22.49509967485735,0.0,-2.497028634211883,-0.24310833834775025,-4.15548743342449,-4.513895064696776,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-11,-22.49509967485735,0.0,-2.497028634211883,-0.24310833834775025,-4.15548743342449,-4.513895064696776,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-12,-22.49509967485735,0.0,-2.497028634211883,-0.24310833834775025,-4.15548743342449,-4.513895064696776,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-13,-22.49509967485735,0.0,-2.497028634211883,-0.24310833834775025,-4.15548743342449,-4.513895064696776,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-14,-22.49509967485735,0.0,-2.497028634211883,-0.24310833834775025,-4.15548743342449,-4.513895064696776,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-15,-22.49509967485735,0.0,-2.497028634211883,-0.24310833834775025,-4.15548743342449,-4.513895064696776,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-16,-22.49509967485735,0.0,-2.497028634211883,-0.24310833834775025,-4.15548743342449,-4.513895064696776,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-17,-22.49509967485735,0.0,-2.497028634211883,-0.24310833834775025,-4.15548743342449,-4.513895064696776,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-18,-22.49509967485735,0.0,-2.497028634211883,-0.24310833834775025,-4.15548743342449,-4.513895064696776,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-19,-22.49509967485735,0.0,-2.497028634211883,-0.24310833834775025,-4.15548743342449,-4.513895064696776,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-20,-22.49509967485735,0.0,-2.497028634211883,-0.24310833834775025,-4.15548743342449,-4.513895064696776,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-21,-22.49509967485735,0.0,-2.497028634211883,-0.24310833834775025,-4.15548743342449,-4.513895064696776,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-22,-22.49509967485735,0.0,-2.497028634211883,-0.24310833834775025,-4.15548743342449,-4.513895064696776,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-23,-22.49509967485735,0.0,-2.497028634211883,-0.24310833834775025,-4.15548743342449,-4.513895064696776,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-24,-22.49509967485735,0.0,-2.497028634211883,-0.24310833834775025,-4.15548743342449,-4.513895064696776,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-25,-22.539129541362726,0.0,-1.860334869387981,-0.13492828330535234,-4.094053064410816,-4.497885552518531,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-26,-22.539129541362726,0.0,-1.860334869387981,-0.13492828330535234,-4.094053064410816,-4.497885552518531,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-27,-22.539129541362726,0.0,-1.860334869387981,-0.13492828330535234,-4.094053064410816,-4.497885552518531,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-28,-22.539129541362726,0.0,-1.860334869387981,-0.13492828330535234,-4.094053064410816,-4.497885552518531,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-29,-22.539129541362726,0.0,-1.860334869387981,-0.13492828330535234,-4.094053064410816,-4.497885552518531,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-30,-22.539129541362726,0.0,-1.860334869387981,-0.13492828330535234,-4.094053064410816,-4.497885552518531,-0.13557769176864046,1.0635412959454187,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-05-01,-21.56748996056368,0.0,-2.473825480572876,-0.24599465364883177,-4.0384378743635425,-4.4645108414882575,0.2393509124857156,-1.2267332311354857,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-05-02,-21.56748996056368,0.0,-2.473825480572876,-0.24599465364883177,-4.0384378743635425,-4.4645108414882575,0.2393509124857156,-1.2267332311354857,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-05-03,-21.56748996056368,0.0,-2.473825480572876,-0.24599465364883177,-4.0384378743635425,-4.4645108414882575,0.2393509124857156,-1.2267332311354857,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-05-04,-21.56748996056368,0.0,-2.473825480572876,-0.24599465364883177,-4.0384378743635425,-4.4645108414882575,0.2393509124857156,-1.2267332311354857,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-05-05,-21.56748996056368,0.0,-2.473825480572876,-0.24599465364883177,-4.0384378743635425,-4.4645108414882575,0.2393509124857156,-1.2267332311354857,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-05-06,-21.56748996056368,0.0,-2.473825480572876,-0.24599465364883177,-4.0384378743635425,-4.4645108414882575,0.2393509124857156,-1.2267332311354857,70.98058344379619,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
