date,full_model_valid,coverage_score,lsi,lsi_raw,lsi_smoothed,lsi_base,m4_multiplier,status,status_raw,target_stress,lsi_baseline_expected,contribution_M1,contribution_M2,contribution_M3,contribution_M4,contribution_M5,active_market_modules_count,crisis_window
2016-02-10,0,0.4167,,11.326913658050671,16.789023349587044,9.849490137435367,1.15,partial,green,0.0,54.70194798001061,-7.269106712283549,-23.057077764341344,-4.401907695342238,1.4774235206153037,-8.646942149992773,0,normal_or_unknown
2016-02-11,0,0.4167,,11.326913658050671,16.03299669097981,9.849490137435367,1.15,partial,green,0.0,54.70194798001061,-7.269106712283549,-23.057077764341344,-4.401907695342238,1.4774235206153037,-8.646942149992773,0,normal_or_unknown
2016-02-12,0,0.4167,,11.326913658050671,15.381661599428568,9.849490137435367,1.15,partial,green,0.0,54.70194798001061,-7.269106712283549,-23.057077764341344,-4.401907695342238,1.4774235206153037,-8.646942149992773,0,normal_or_unknown
2016-02-13,0,0.4167,,11.326913658050671,14.820503617637558,9.849490137435367,1.15,partial,green,0.0,54.70194798001061,-7.269106712283549,-23.057077764341344,-4.401907695342238,1.4774235206153037,-8.646942149992773,0,normal_or_unknown
2016-02-14,0,0.4167,,11.326913658050671,14.337026765168941,9.849490137435367,1.15,partial,green,0.0,54.70194798001061,-7.269106712283549,-23.057077764341344,-4.401907695342238,1.4774235206153037,-8.646942149992773,0,normal_or_unknown
2016-02-15,0,0.4167,,11.326913658050671,13.920470608352874,9.849490137435367,1.15,partial,green,0.0,54.70194798001061,-7.269106712283549,-23.057077764341344,-4.401907695342238,1.4774235206153037,-8.646942149992773,0,normal_or_unknown
2016-02-16,0,0.4167,,11.326913658050671,13.56156778770047,9.849490137435367,1.15,partial,green,0.0,54.70194798001061,-7.269106712283549,-23.057077764341344,-4.401907695342238,1.4774235206153037,-8.646942149992773,0,normal_or_unknown
2016-02-17,0,0.4167,,11.326913658050671,13.252335933021794,9.849490137435367,1.15,partial,green,0.0,54.70194798001061,-7.269106712283549,-23.057077764341344,-4.401907695342238,1.4774235206153037,-8.646942149992773,0,normal_or_unknown
2016-02-18,0,0.4167,,11.326913658050671,12.985898906492237,9.849490137435367,1.15,partial,green,0.0,54.70194798001061,-7.269106712283549,-23.057077764341344,-4.401907695342238,1.4774235206153037,-8.646942149992773,0,normal_or_unknown
2016-02-19,0,0.4167,,11.326913658050671,12.756333122761587,9.849490137435367,1.15,partial,green,0.0,54.70194798001061,-7.269106712283549,-23.057077764341344,-4.401907695342238,1.4774235206153037,-8.646942149992773,0,normal_or_unknown
2016-02-20,0,0.4167,,11.326913658050671,12.55853535289724,9.849490137435367,1.15,partial,green,0.0,54.70194798001061,-7.269106712283549,-23.057077764341344,-4.401907695342238,1.4774235206153037,-8.646942149992773,0,normal_or_unknown
2016-02-21,0,0.4167,,11.326913658050671,12.388108960578128,9.849490137435367,1.15,partial,green,0.0,54.70194798001061,-7.269106712283549,-23.057077764341344,-4.401907695342238,1.4774235206153037,-8.646942149992773,0,normal_or_unknown
2016-02-22,0,0.4167,,11.326913658050671,12.241265969615702,9.849490137435367,1.15,partial,green,0.0,54.70194798001061,-7.269106712283549,-23.057077764341344,-4.401907695342238,1.4774235206153037,-8.646942149992773,0,normal_or_unknown
2016-02-23,0,0.4167,,11.326913658050671,12.114742739938801,9.849490137435367,1.15,partial,green,0.0,54.70194798001061,-7.269106712283549,-23.057077764341344,-4.401907695342238,1.4774235206153037,-8.646942149992773,0,normal_or_unknown
2016-02-24,0,0.4167,,8.057341710413946,11.553302229405887,7.006384096012127,1.15,partial,green,0.0,54.70194798001061,-10.963664302951596,-23.028583748886728,-4.2167702276216374,1.0509576144018187,-8.435587990136675,0,normal_or_unknown
2016-02-25,0,0.4167,,8.057341710413946,11.069551460561726,7.006384096012127,1.15,partial,green,0.0,54.70194798001061,-10.963664302951596,-23.028583748886728,-4.2167702276216374,1.0509576144018187,-8.435587990136675,0,normal_or_unknown
2016-02-26,0,0.4167,,8.057341710413946,10.652739792894083,7.006384096012127,1.15,partial,green,0.0,54.70194798001061,-10.963664302951596,-23.028583748886728,-4.2167702276216374,1.0509576144018187,-8.435587990136675,0,normal_or_unknown
2016-02-27,0,0.4167,,8.407660915214551,10.342079393150838,7.006384096012127,1.2,partial,green,0.0,57.080293544358895,-11.440345359601665,-24.029826520577455,-4.400108063605187,1.4012768192024243,-8.802352685360008,0,normal_or_unknown
2016-02-28,0,0.4167,,8.407660915214551,10.074406462420336,7.006384096012127,1.2,partial,green,2.0177074001436606,57.080293544358895,-11.440345359601665,-24.029826520577455,-4.400108063605187,1.4012768192024243,-8.802352685360008,0,normal_or_unknown
2016-02-29,0,0.4167,,8.407660915214551,9.843772572203003,7.006384096012127,1.2,partial,green,2.0177074001436606,57.080293544358895,-11.440345359601665,-24.029826520577455,-4.400108063605187,1.4012768192024243,-8.802352685360008,0,normal_or_unknown
2016-03-01,0,0.4167,,12.866681100537527,10.262063723619258,11.188418348293503,1.15,partial,green,2.0177074001436606,54.70194798001061,-7.091849927239441,-23.130186436026793,-4.1574187407586605,1.6782627522440237,-7.455811775448144,0,normal_or_unknown
