Дата,Код выпуска,Тип бумаги,Дней до погашения,"Объем предложения, млн руб.","Цена отсечения, % от номинала","Цена средневзвешенная, % от номинала","Доходность по цене отсечения, % годовых","Доходность средневзвешенная, % годовых","Совокупный объем спроса по номиналу, млн руб.","Объем размещения по номиналу, млн руб.","Объем выручки, млн руб.",Коэффициент удовлетворения спроса,Cover ratio (спрос / размещение),Год источника,Формат
2017-08-16,26220RMFS,ОФЗ-ПД,1939,20000.0,98.3711,98.3998,7.93,7.920000000000001,60189.834,20000.0,19935.36013,3.0094917000000003,3.0094917000000003,2017,
2017-08-16,26207RMFS,ОФЗ-ПД,3458,20000.0,103.3155,103.4118,7.8,7.779999999999999,39869.354,19999.999,20682.36461188,1.9934677,1.99346779967339,2017,
2017-08-23,26221RMFS,ОФЗ-ПД,5691,15000.0,98.322,98.3903,8.04,8.03,30939.933,14999.998,15356.58992756,2.0626622,2.0626624750216633,2017,
2017-08-23,26222RMFS,ОФЗ-ПД,2611,25000.0,96.0815,96.1303,7.98,7.969999999999999,60096.32,24999.999,24577.315382359997,2.4038528,2.403852896154116,2017,
2017-08-30,26219RMFS,ОФЗ-ПД,3304,20566.265000000003,99.932,99.9675,7.91,7.9,56900.168,20566.265,21232.0948053,2.7666748434876234,2.766674843487624,2017,
2017-08-30,29012RMFS,ОФЗ-ПК,1904,15000.0,103.71,103.73000000000002,9.62,9.61,39615.713,15000.0,15975.15,2.6410475333333334,2.6410475333333334,2017,
2017-09-06,26221RMFS,ОФЗ-ПД,5677,20000.0,100.012,100.0601,7.84,7.84,66689.02699999999,19999.997,20868.62214461,3.3344513499999993,3.334451850167777,2017,
2017-09-06,26220RMFS,ОФЗ-ПД,1918,20000.0,100.002,100.083,7.53,7.51,52039.079,19999.998,20357.20151648,2.60195395,2.601954210195421,2017,
2017-09-13,26207RMFS,ОФЗ-ПД,3430,20000.0,104.573,104.6694,7.6,7.59,45638.631,19999.998,21058.877415280003,2.28193155,2.281931778193178,2017,
2017-09-13,26222RMFS,ОФЗ-ПД,2590,20000.0,97.717,97.7426,7.66,7.66,57697.275,19999.999,20065.9154956,2.88486375,2.884863894243195,2017,
2017-09-20,26220RMFS,ОФЗ-ПД,1904,25000.0,99.7474,99.7801,7.6,7.59,74277.013,25000.0,25441.7681526,2.97108052,2.97108052,2017,
2017-09-20,29012RMFS,ОФЗ-ПК,1883,15000.0,103.71,103.73000000000002,9.61,9.61,36597.352,15000.0,16064.250000000002,2.4398234666666667,2.4398234666666667,2017,
2017-09-27,26222RMFS,ОФЗ-ПД,2576,20000.0,97.001,97.0628,7.8,7.79,32350.641000000003,19999.999,19984.3542764,1.61753205,1.6175321308766066,2017,
2017-09-27,26214RMFS,ОФЗ-ПД,973,20000.0,97.2,97.15,7.720000000000001,7.71,18634.588,5021.947,4986.43309875,0.9317294,3.710630159975802,2017,
2017-10-04,26221RMFS,ОФЗ-ПД,5649,20000.0,99.451,99.5224,7.91,7.9,68480.457,19999.999,20879.085156039997,3.4240228499999996,3.4240230212011507,2017,
2017-10-04,26220RMFS,ОФЗ-ПД,1890,8945.595000000001,99.72,99.7779,7.6,7.59,48147.893,8945.591,9128.878664,5.382301903897951,5.3823043105816035,2017,
2017-10-11,26222RMFS,ОФЗ-ПД,2562,10000.0,98.491,98.5253,7.51,7.51,31590.033,10000.0,10165.7293,3.1590032999999997,3.1590032999999997,2017,
2017-10-11,26207RMFS,ОФЗ-ПД,3402,20000.0,104.933,104.9663,7.539999999999999,7.539999999999999,84855.98,19999.998,21243.25315569,4.242799,4.2427994242799425,2017,
2017-10-18,25083RMFS,ОФЗ-ПД,1519,20000.0,98.9,98.9378,7.430000000000001,7.42,83493.34,19999.994,19814.34840572,4.1746669999999995,4.174668252400476,2017,
2017-10-18,26221RMFS,ОФЗ-ПД,5635,10000.0,100.6565,100.6802,7.77,7.77,48442.372,10000.0,10082.8175,4.8442372,4.8442372,2017,
2017-10-25,26222RMFS,ОФЗ-ПД,2548,20000.0,98.5606,98.5888,7.5,7.5,52409.353,19999.999,19717.76751412,2.62046765,2.620467781023389,2017,
2017-10-25,29012RMFS,ОФЗ-ПК,1848,10000.0,103.65,103.672,9.62,9.61,23091.983,10000.0,10802.6,2.3091983,2.3091983,2017,
2017-11-01,26207RMFS,ОФЗ-ПД,3381,15000.0,104.4,104.4809,7.62,7.61,21818.932,14999.997,15929.98800326,1.4545954666666667,1.4545957575858184,2017,
2017-11-01,25083RMFS,ОФЗ-ПД,1505,10000.0,98.6222,98.6637,7.52,7.51,23915.067,9999.999,9906.67253033,2.3915067,2.391506939150694,2017,
2017-11-08,26221RMFS,ОФЗ-ПД,5614,10000.0,99.96,100.0169,7.85,7.84,22595.433,10000.0,10060.785,2.2595433000000003,2.2595433000000003,2017,
2017-11-08,26222RMFS,ОФЗ-ПД,2534,15000.0,97.5,97.6144,7.71,7.69,15135.0,12595.0,12328.79619,1.009,1.2016673283048829,2017,
2017-11-15,25083RMFS,ОФЗ-ПД,1491,10000.0,98.33,98.3468,7.61,7.6,29507.889,9999.995,9901.774432970002,2.9507889,2.9507903753951874,2017,
2017-11-15,29012RMFS,ОФЗ-ПК,1827,10000.0,103.3,103.3933,9.7,9.68,6949.641,4137.468,4482.58512968,0.6949641,1.6796845316990971,2017,
2017-11-22,26222RMFS,ОФЗ-ПД,2520,10000.0,98.05,98.05,7.6,7.6,50789.281,9999.997,9859.49704215,5.078928100000001,5.078929623678888,2017,
2017-11-22,26207RMFS,ОФЗ-ПД,3360,14363.297,104.16,104.2192,7.65,7.65,42866.49,14363.295,15283.57383724,2.984446398344336,2.984446813910039,2017,
2017-11-29,26222RMFS,ОФЗ-ПД,2513,16192.468,98.56,98.6532,7.5,7.489999999999999,42623.686,16192.464999999998,16084.66304065,2.6323155926570303,2.6323160803497188,2017,
2017-11-29,26212RMFS,ОФЗ-ПД,3703,10000.0,96.82,96.9168,7.64,7.630000000000001,19478.017,9999.997,9921.47438143,1.9478017,1.9478022843406857,2017,
2017-12-06,25083RMFS,ОФЗ-ПД,1470,15000.0,98.91,98.9815,7.44,7.42,33155.015,14999.998,15008.31860032,2.2103343333333334,2.2103346280446172,2017,
2017-12-06,26221RMFS,ОФЗ-ПД,5586,10000.0,99.9501,100.0294,7.85,7.84,28126.351,9999.997,10121.03501368,2.8126351,2.812635943790783,2017,
2017-12-13,25083RMFS,ОФЗ-ПД,1463,20000.0,99.112,99.1799,7.380000000000001,7.359999999999999,45775.842,19999.998,20077.57343725,2.2887921,2.2887923288792327,2017,
2017-12-13,26212RMFS,ОФЗ-ПД,3689,20000.0,96.8301,96.9053,7.64,7.630000000000001,39448.85,19999.996,19894.85145602,1.9724425,1.972442894488579,2017,
2017-12-20,26222RMFS,ОФЗ-ПД,2492,25000.0,99.341,99.3602,7.35,7.35,77842.109,24999.997,25112.301386540003,3.1136843599999997,3.113684733642168,2017,
2017-12-20,26221RMFS,ОФЗ-ПД,5572,20000.0,100.3909,100.4437,7.8,7.79,54165.698,19999.996,20384.14422706,2.7082849,2.7082854416570883,2017,
2017-12-27,26214RMFS,ОФЗ-ПД,882,25000.0,99.01,99.1531,6.97,6.9,32049.081,23919.98,23834.85232118,1.2819632399999998,1.3398456436836486,2017,
2017-12-27,26222RMFS,ОФЗ-ПД,2485,10000.0,99.54,99.6293,7.31,7.3,15643.128,8444.604,8516.74320471,1.5643128000000002,1.852440682831309,2017,
2018-01-10,25083RMFS,ОФЗ-ПД,1435,20000.0,100.25,100.25520000000002,7.03,7.03,70597.625,19999.998,20400.03756,3.52988125,3.5298816029881603,2018,
2018-01-10,26212RMFS,ОФЗ-ПД,3661,20000.0,97.9,98.1022,7.48,7.449999999999999,19714.287,18013.977,18232.15964288,0.98571435,1.0943883740941829,2018,
2018-01-17,26221RMFS,ОФЗ-ПД,5544,15000.0,101.012,101.0849,7.73,7.720000000000001,38490.308,14999.998,15472.783001299998,2.566020533333333,2.56602087546945,2018,
2018-01-17,26222RMFS,ОФЗ-ПД,2464,25000.0,100.0055,100.0504,7.22,7.21,59668.375,25000.0,25421.108575,2.386735,2.386735,2018,
2018-01-24,25083RMFS,ОФЗ-ПД,1421,25000.0,100.31000000000002,100.38609999999998,7.01,6.99,83119.076,24999.999,25600.0153419,3.32476304,3.324763172990527,2018,
2018-01-24,26212RMFS,ОФЗ-ПД,3647,15000.0,98.33,98.336,7.42,7.42,53078.473,15000.0,15257.4,3.5385648666666665,3.5385648666666665,2018,
2018-01-31,26222RMFS,ОФЗ-ПД,2450,15000.0,100.5001,100.5219,7.12,7.12,68316.599,14999.999,15364.18547594,4.554439933333334,4.554440236962683,2018,
2018-01-31,26221RMFS,ОФЗ-ПД,5530,15000.0,102.8201,102.8479,7.52,7.52,40011.616,14999.999,15781.48987818,2.6674410666666666,2.667441244496083,2018,
2018-02-07,26212RMFS,ОФЗ-ПД,3633,20000.0,100.3101,100.3101,7.13,7.13,94520.61,20000.0,20089.02,4.7260305,4.7260305,2018,
2018-02-07,25083RMFS,ОФЗ-ПД,1407,15000.0,101.022,101.0671,6.79,6.78,40380.99,14999.998,15502.360950410002,2.692066,2.692066358942181,2018,
2018-02-14,26221RMFS,ОФЗ-ПД,5516,24259.167,103.8405,103.8867,7.41,7.4,78826.71,24259.165,25846.86047103,3.249357655190716,3.249357923077732,2018,
2018-02-14,26222RMFS,ОФЗ-ПД,2436,20000.0,101.2701,101.3051,6.97,6.97,55222.063,20000.0,20696.61045015,2.7611031500000003,2.7611031500000003,2018,
2018-02-21,26212RMFS,ОФЗ-ПД,3619,25913.618,100.66,100.7126,7.08,7.07,52383.286,25913.616,26203.47909357,2.0214578296245627,2.021457985639673,2018,
2018-02-21,25083RMFS,ОФЗ-ПД,1393,20000.0,101.5,101.5133,6.64,6.64,64705.101,19999.997,20812.85327907,3.23525505,3.2352555352883305,2018,
2018-02-28,26223RMFS,ОФЗ-ПД,2191,25000.0,98.81,98.9916,6.859999999999999,6.819999999999999,74129.202,24999.993,24779.149141830003,2.96516808,2.965168910247295,2018,
2018-02-28,26225RMFS,ОФЗ-ПД,5915,25000.0,99.76,99.836,7.41,7.4,66210.291,24999.993,24993.7497944,2.64841164,2.6484123815554668,2018,
2018-03-07,26224RMFS,ОФЗ-ПД,4095,20000.0,99.11,99.1786,7.140000000000001,7.13,53716.556,19999.994,19888.70963338,2.6858278,2.685828605748582,2018,
2018-03-07,25083RMFS,ОФЗ-ПД,1379,20000.0,101.5501,101.6493,6.619999999999999,6.59,32760.143999999997,19999.998,20893.6675,1.6380072,1.6380073638007362,2018,
2018-03-14,26225RMFS,ОФЗ-ПД,5901,20000.0,100.016,100.0928,7.380000000000001,7.37,44536.001,19999.99,20101.94377764,2.22680005,2.2268011634005815,2018,
2018-03-14,26223RMFS,ОФЗ-ПД,2177,20000.0,98.8675,98.9051,6.84,6.84,38480.267,20000.0,19855.8126,1.92401335,1.92401335,2018,
2018-03-21,26224RMFS,ОФЗ-ПД,4081,20000.0,99.21,99.2466,7.13,7.12,60750.964,19999.997,19955.12430673,3.0375482,3.0375486556322984,2018,
2018-03-21,25083RMFS,ОФЗ-ПД,1365,10000.0,101.75,101.7816,6.5600000000000005,6.550000000000001,29408.722,9999.999,10486.95705131,2.9408722000000003,2.9408724940872495,2018,
2018-03-28,26223RMFS,ОФЗ-ПД,2163,20000.0,99.131,99.2113,6.79,6.77,46901.67,19999.998,19966.85338332,2.3450835,2.3450837345083735,2018,
2018-03-28,26225RMFS,ОФЗ-ПД,5887,10000.0,99.881,99.912,7.4,7.39,28477.398,9999.998,10060.698612859998,2.8477398000000003,2.8477403695480743,2018,
2018-04-04,52002RMFS,ОФЗ-ИН,3591,20036.2,96.06,96.203,2.99,2.97,138008.07129768,20036.19699457,19294.6248565,6.8879364,6.887937433190615,2018,
2018-04-18,25083RMFS,ОФЗ-ПД,1337,10000.0,100.2,100.2357,7.049999999999999,7.04,32851.129,9999.997,10386.06478525,3.2851129,3.285113885534166,2018,
2018-04-18,29012RMFS,ОФЗ-ПК,1673,10000.0,103.0,103.0682,8.32,8.3,6888.583,3188.412,3401.18108106,0.6888582999999999,2.160505919561211,2018,
2018-04-25,26223RMFS,ОФЗ-ПД,2135,15000.0,97.7725,97.8273,7.090000000000001,7.08,49021.592,14999.999,14842.38961051,3.268106133333333,3.26810635120709,2018,
2018-04-25,52002RMFS,ОФЗ-ИН,3570,15061.15,96.46,96.5721,2.94,2.93,49880.0722359,15061.4939754,14581.34725234,3.311836893988839,3.311761258037836,2018,
2018-05-16,26224RMFS,ОФЗ-ПД,4025,15000.0,97.0025,97.1619,7.430000000000001,7.41,8688.043,6447.526,6366.9231976599995,0.5792028666666666,1.347500265993499,2018,
2018-05-16,25083RMFS,ОФЗ-ПД,1309,15000.0,100.335,100.4175,7.01,6.98,24096.512,14999.999,15686.926838230002,1.6064341333333332,1.6064342404289491,2018,
2018-05-23,52002RMFS,ОФЗ-ИН,3542,15092.55,96.76,96.885,2.91,2.8899999999999997,39719.02056969,15092.50170384,14687.47288462,2.6316971333333337,2.631705554791109,2018,
2018-05-23,26223RMFS,ОФЗ-ПД,2107,15000.0,97.51,97.5432,7.1499999999999995,7.140000000000001,37422.357,14999.999,14874.47234837,2.4948238000000003,2.494823966321598,2018,
2018-05-30,26225RMFS,ОФЗ-ПД,5824,15000.0,98.21,98.3398,7.580000000000001,7.57,37919.506,14999.996,14750.97192739,2.5279670666666667,2.527967740791398,2018,
2018-05-30,25083RMFS,ОФЗ-ПД,1295,15000.0,100.3511,100.40800000000002,7.000000000000001,6.98,21644.805,14999.999,15725.70144738,1.442987,1.4429870961991398,2018,
2018-06-06,26223RMFS,ОФЗ-ПД,2093,15000.0,97.4015,97.4501,7.180000000000001,7.17,31114.85,14999.998,14898.0185056,2.074323333333333,2.074323609909815,2018,
2018-06-06,26224RMFS,ОФЗ-ПД,4004,15000.0,96.74,96.8855,7.470000000000001,7.449999999999999,13867.976,11587.902,11226.99571972,0.9245317333333334,1.1967633140149097,2018,
2018-06-13,52002RMFS,ОФЗ-ИН,3521,10079.1,96.51,96.6452,2.94,2.92,13092.98775885,10079.09697627,9798.96088263,1.2990235,1.2990238897071669,2018,
2018-06-13,25083RMFS,ОФЗ-ПД,1281,10000.0,100.0,100.0429,7.12,7.109999999999999,18065.586,8887.754,9309.2044779,1.8065586,2.032637942049251,2018,
2018-06-20,29012RMFS,ОФЗ-ПК,1610,10000.0,101.6355,101.7163,7.340000000000001,7.32,24760.039,7220.039,7386.334621429999,2.4760039000000003,3.4293497583600314,2018,
2018-06-27,26225RMFS,ОФЗ-ПД,5796,10000.0,95.09,95.2725,7.95,7.920000000000001,19247.534,9999.998,9582.84734927,1.9247534,1.924753784950757,2018,
2018-06-27,26223RMFS,ОФЗ-ПД,2072,10000.0,95.08,95.1438,7.720000000000001,7.71,43743.321,9999.998,9738.77385224,4.3743321,4.374332974866595,2018,
2018-07-04,25083RMFS,ОФЗ-ПД,1260,15000.0,99.09,99.1204,7.430000000000001,7.42,53045.942,14999.999,14908.26447611,3.5363961333333336,3.5363963690930915,2018,
2018-07-04,26224RMFS,ОФЗ-ПД,3976,15000.0,94.025,94.1012,7.870000000000001,7.86,32156.417,14999.998,14194.5307702,2.1437611333333333,2.1437614191681895,2018,
2018-07-11,26225RMFS,ОФЗ-ПД,5782,20000.0,96.0915,96.1738,7.829999999999999,7.82,55665.303,19999.996,19401.55571968,2.78326515,2.7832657066531414,2018,
2018-07-11,26223RMFS,ОФЗ-ПД,2058,20000.0,95.65,95.7244,7.59,7.580000000000001,55602.113,19999.996,19643.48118648,2.78010565,2.780106206021242,2018,
2018-07-18,25083RMFS,ОФЗ-ПД,1246,20000.0,99.2,99.222,7.4,7.39,52885.302,19999.997,19951.80281023,2.6442651,2.6442654966398247,2018,
2018-07-18,26224RMFS,ОФЗ-ПД,3962,20000.0,94.3722,94.4624,7.82,7.81,37431.02,19999.998,19051.27295687,1.8715509999999995,1.8715511871551187,2018,
2018-07-25,26223RMFS,ОФЗ-ПД,2044,20000.0,95.2501,95.2888,7.7,7.69,64383.934,20000.0,19606.168974,3.2191967,3.2191967,2018,
2018-07-25,52002RMFS,ОФЗ-ИН,3479,15189.15,95.75,95.9361,3.04,3.02,18868.97474,15189.14898739,14702.97786367,1.2422666666666669,1.2422667494844502,2018,
2018-08-01,25083RMFS,ОФЗ-ПД,1232,20000.0,98.988,99.0327,7.470000000000001,7.46,38220.791,12930.674999999996,12909.68402109,1.91103955,2.95582334255559,2018,
2018-08-01,26225RMFS,ОФЗ-ПД,5761,15000.0,95.331,95.3908,7.920000000000001,7.91,34878.782,14999.995,14496.26371792,2.325252133333333,2.325252908417636,2018,
2018-08-08,26223RMFS,ОФЗ-ПД,2030,15000.0,94.04,94.0899,7.99,7.98,26460.894,11023.342,10701.55969969,1.7640596,2.4004420800878714,2018,
2018-08-08,29012RMFS,ОФЗ-ПК,1561,10000.0,100.1,100.1536,7.76,7.75,8085.000000000001,2085.0,2121.8544,0.8085000000000001,3.877697841726619,2018,
2018-08-15,25083RMFS,ОФЗ-ПД,1218,10000.0,97.1,97.1352,8.16,8.15,20140.019,5849.428,5744.67581337,2.0140019,3.443074946815313,2018,
2018-08-29,25083RMFS,ОФЗ-ПД,1204,15000.0,96.851,96.8979,8.260000000000002,8.25,24955.007,13218.986,12986.321620689998,1.6636671333333335,1.8878155253360585,2018,
2018-09-05,26223RMFS,ОФЗ-ПД,2002,15000.0,,,,,36881.36,0.0,0.0,2.4587573333333332,,2018,
2018-10-03,25083RMFS,ОФЗ-ПД,1169,10000.0,,,,,9096.894,0.0,0.0,0.9096894,,2018,
2018-10-03,26223RMFS,ОФЗ-ПД,1974,10000.0,92.9,92.9951,8.309999999999999,8.290000000000001,10750.356,7380.39,6900.2285059900005,1.0750356,1.4566108295090097,2018,
2018-10-10,25083RMFS,ОФЗ-ПД,1162,5000.0,96.8808,96.9018,8.290000000000001,8.28,21538.219,5000.0,4952.49185236,4.3076438,4.3076438,2018,
2018-10-17,26223RMFS,ОФЗ-ПД,1960,10000.0,92.5111,92.5422,8.42,8.41,31116.888,10000.0,9329.01545,3.1116888,3.1116888,2018,
2018-10-24,26225RMFS,ОФЗ-ПД,5677,10000.0,89.21,89.3294,8.690000000000001,8.68,9529.311,4186.291,3861.82735975,0.9529311,2.27631356730815,2018,
2018-10-24,26223RMFS,ОФЗ-ПД,1953,10000.0,92.3,92.3539,8.48,8.469999999999999,25568.996,9999.996,9322.68840437,2.5568996,2.5569006227602493,2018,
2018-10-31,25083RMFS,ОФЗ-ПД,1141,15000.0,96.9,96.9319,8.3,8.290000000000001,22511.89,12161.443,12098.43073734,1.5007926666666669,1.8510870790579703,2018,
2018-10-31,26224RMFS,ОФЗ-ПД,3857,5000.0,88.86,88.8998,8.7,8.690000000000001,14761.093,4999.999,4583.94033361,2.9522186,2.9522191904438384,2018,
2018-11-07,26223RMFS,ОФЗ-ПД,1939,10000.0,91.871,91.9067,8.6,8.59,12702.733,4702.441,4374.617620569999,1.2702733,2.701306193953311,2018,
2018-11-07,26224RMFS,ОФЗ-ПД,3850,10000.0,88.49050000000001,88.60090000000001,8.76,8.75,8995.0,6535.0,5980.365,0.8995,1.376434583014537,2018,
2018-11-14,29012RMFS,ОФЗ-ПК,1463,5000.0,99.8,99.8,7.86,7.86,12214.778,5000.0,5173.4005,2.4429556,2.4429556,2018,
2018-11-14,25083RMFS,ОФЗ-ПД,1127,5000.0,96.6,96.6052,8.44,8.43,17501.089,4999.998,4971.209204940001,3.5002178,3.50021920008768,2018,
2018-11-21,25083RMFS,ОФЗ-ПД,1120,10000.0,96.8,96.8454,8.36,8.35,25510.16,9999.999,9979.84257821,2.551016,2.5510162551016253,2018,
2018-11-21,26223RMFS,ОФЗ-ПД,1925,10000.0,91.81,91.8456,8.63,8.62,25571.172,9999.998,9321.65698638,2.5571172,2.557117711423542,2018,
2018-11-28,26223RMFS,ОФЗ-ПД,1918,5000.0,91.511,91.5809,8.72,8.7,10663.081,4999.999,4653.84449993,2.1326162,2.1326166265233253,2018,
2018-11-28,26214RMFS,ОФЗ-ПД,546,5000.0,98.01,98.012,7.99,7.99,18108.535,4999.998,4900.5992598,3.621707,3.62170844868338,2018,
2018-12-05,26224RMFS,ОФЗ-ПД,3822,15000.0,88.01,88.1028,8.85,8.84,18859.16,14643.664,12902.38986614,1.2572773333333334,1.2878716692762138,2018,
2018-12-05,26223RMFS,ОФЗ-ПД,1911,10000.0,92.001,92.0294,8.59,8.59,8391.702,5145.66,4818.932286019999,0.8391702,1.6308310304217537,2018,
2018-12-12,25083RMFS,ОФЗ-ПД,1099,16179.013,96.86,96.8953,8.36,8.35,40515.602,8886.172,8908.50533764,2.504207271481888,4.559398805244823,2018,
2018-12-12,29012RMFS,ОФЗ-ПК,1435,5000.0,99.65,99.6688,7.76,7.75,14123.462,4698.38,4703.11783964,2.8246924,3.0060280351951096,2018,
2018-12-19,26223RMFS,ОФЗ-ПД,1897,10000.0,,,,,6666.968,0.0,0.0,0.6666968,,2018,
2018-12-19,26214RMFS,ОФЗ-ПД,525,10000.0,98.02,98.0473,8.03,8.01,12111.331,1144.797,1126.65502223,1.2111331,10.579457318633784,2018,
2018-12-19,52002RMFS,ОФЗ-ИН,3332,5130.6,92.9,93.036,3.44,3.42,7504.71126936,2275.8756711600004,2137.03366189,1.4627356,3.297504940388458,2018,
2018-12-26,25083RMFS,ОФЗ-ПД,1085,7292.841,97.05,97.0554,8.3,8.3,19937.489,7292.841,7087.87053464,2.7338439162460832,2.7338439162460832,2018,
2019-01-16,26224RMFS,ОФЗ-ПД,3780,15000.0,91.284,91.3598,8.33,8.32,31715.971,15000.0,13823.0725,0.47294784069515,2.114398066666667,2019,
2019-01-16,26223RMFS,ОФЗ-ПД,1869,15000.0,93.7,93.7527,8.18,8.17,33442.897000000004,14999.998,14418.10909059,0.448525676468758,2.229526763936902,2019,
2019-01-16,52002RMFS,ОФЗ-ИН,3304,5142.45,93.96,93.992,3.3000000000000003,3.3000000000000003,18222.994603469997,5142.45,4887.741604,0.2821956605870245,3.5436405999999994,2019,
2019-01-23,26225RMFS,ОФЗ-ПД,5586,10000.0,90.91,91.0319,8.48,8.469999999999999,8137.067999999999,7487.025,6898.83499898,0.9201133627001764,1.0868226031033688,2019,
2019-01-23,26209RMFS,ОФЗ-ПД,1274,20000.0,99.11,99.1639,8.05,8.04,16000.847,10017.006,9933.249111529998,0.6260297345509271,1.5973682156125295,2019,
2019-01-30,26223RMFS,ОФЗ-ПД,1855,15000.0,93.6015,93.6383,8.219999999999999,8.21,44995.702,15000.0,14438.441524,0.3333651734114516,2.9997134666666665,2019,
2019-01-30,26224RMFS,ОФЗ-ПД,3766,10000.0,91.041,91.0835,8.37,8.36,41584.616,9999.999,9214.25147858,0.2404735203037584,4.158462015846202,2019,
2019-02-06,26226RMFS,ОФЗ-ПД,2800,20000.0,100.02,100.1072,8.110000000000001,8.09,54995.226,19999.998,20234.841326510003,0.3636678936458957,2.7497615749761577,2019,
2019-02-06,26225RMFS,ОФЗ-ПД,5572,15000.0,91.86,92.1124,8.36,8.33,15568.685,15000.0,14025.3543,0.9634725090783196,1.037912333333333,2019,
2019-02-13,26223RMFS,ОФЗ-ПД,1841,96748.167,94.0,94.0399,8.12,8.110000000000001,54341.221,38098.939,36920.50189504,0.7011056854979391,1.4263184861919649,2019,
2019-02-13,26224RMFS,ОФЗ-ПД,3752,205785.908,91.04,91.0428,8.37,8.37,30544.491,3886.503,3589.79902797,0.1272407191201844,7.859119367719516,2019,
2019-02-20,26226RMFS,ОФЗ-ПД,2786,330000.0,98.41,98.4368,8.4,8.4,32019.674000000003,9690.913,9672.386234354,0.3026549552003558,3.3040926071671475,2019,
2019-02-20,26209RMFS,ОФЗ-ПД,1246,93864.809,99.005,99.0663,8.09,8.07,42624.085,18626.666,18561.33458234,0.4369986124042311,2.2883367855524974,2019,
2019-02-20,52002RMFS,ОФЗ-ИН,3269,5169.1,94.45,94.6525,3.24,3.22,10629.13452294,4568.62943086,4326.5314465599995,0.4298213952415314,2.3265477499975673,2019,
2019-02-27,26223RMFS,ОФЗ-ПД,1827,58649.228,93.592,93.6544,8.24,8.23,46711.706,35106.145,33972.363309290005,0.751549194114212,1.3305848876314958,2019,
2019-02-27,26224RMFS,ОФЗ-ПД,3738,201899.405,90.503,90.5902,8.459999999999999,8.450000000000001,29003.041,22493.091,20733.72975616,0.775542502594814,1.2894199823403552,2019,
2019-03-06,26225RMFS,ОФЗ-ПД,5544,208326.684,90.25,90.3273,8.57,8.559999999999999,23527.865,17403.745,16059.17685755,0.7397077890407819,1.351885183332668,2019,
2019-03-06,26226RMFS,ОФЗ-ПД,2772,320309.087,98.412,98.5371,8.4,8.38,46843.106,29004.489,29066.593905609996,0.6191837279107838,1.6150295218095378,2019,
2019-03-13,26209RMFS,ОФЗ-ПД,1225,75238.143,99.21,99.2624,8.02,8.0,61491.948,34717.74,34815.78166943,0.5645900175418089,1.7711967426451145,2019,
2019-03-13,26224RMFS,ОФЗ-ПД,3724,179406.314,90.41,90.4952,8.48,8.469999999999999,83548.06,56716.429,52376.62270589,0.6788479469182168,1.4730839277628005,2019,
2019-03-20,26226RMFS,ОФЗ-ПД,2758,291304.598,98.95,99.0483,8.3,8.290000000000001,73310.217,61374.871,62007.20616489,0.8371939616547581,1.1944663313426762,2019,
2019-03-20,26225RMFS,ОФЗ-ПД,5530,190922.939,91.01,91.0443,8.469999999999999,8.469999999999999,17394.828,10543.657,9833.99559131,0.6061374679876109,1.6497907699387415,2019,
2019-03-20,52002RMFS,ОФЗ-ИН,3241,5204.0,94.1999,94.2339,3.28,3.28,12974.904224,1588.552224,1500.7705133,0.122432674382414,8.167754278376183,2019,
2019-03-27,26227RMFS,ОФЗ-ПД,1939,400000.0,97.73,97.8046,8.09,8.08,43836.09,21403.282,20933.40000297,0.4882570959225606,2.048101314555403,2019,
2019-03-27,26224RMFS,ОФЗ-ПД,3710,122689.885,91.41,91.5484,8.32,8.3,41520.775,35925.351,33649.97184885,0.8652379682219323,1.1557514079681503,2019,
2019-04-03,26209RMFS,ОФЗ-ПД,1204,40520.403,99.16,99.1899,8.04,8.03,64410.50699999999,34969.733,35196.30385374,0.5429196978685481,1.8418930164551153,2019,
2019-04-03,26226RMFS,ОФЗ-ПД,2744,229929.727,98.53,98.5766,8.38,8.38,81471.985,48081.015,48496.2511705,0.5901539651942934,1.6944730680082356,2019,
2019-04-10,26224RMFS,ОФЗ-ПД,3696,86764.534,91.26,91.3359,8.35,8.34,109581.748,86764.511,81313.86311253,0.7917788553619348,1.2629789154231503,2019,
2019-04-10,26227RMFS,ОФЗ-ПД,1925,378596.718,97.534,97.5929,8.14,8.129999999999999,82629.887,50372.67,49303.19666961,0.6096180429243476,1.6403713958382593,2019,
2019-04-17,52002RMFS,ОФЗ-ИН,3213,5248.95,,,,,3201.8595,0.0,0.0,0.0,,2019,
2019-04-17,26225RMFS,ОФЗ-ПД,5502,180379.282,90.6487,90.7483,8.52,8.51,49562.081,39507.199,36950.801110119995,0.7971255081077003,1.2545075898698868,2019,
2019-04-17,26226RMFS,ОФЗ-ПД,2730,181848.712,99.3255,99.3706,8.23,8.23,132132.005,85117.06,84581.31799361,0.6441820057146639,1.5523563078893938,2019,
2019-04-24,26228RMFS,ОФЗ-ПД,4004,450000.0,95.85,95.8852,8.4,8.4,39338.146,4600.941,4411.62127975,0.1169587656723832,8.550021832490355,2019,
2019-04-24,26227RMFS,ОФЗ-ПД,1911,328224.048,97.5433,97.586,8.14,8.129999999999999,91829.961,54387.099,53383.09802959,0.5922587618217545,1.6884511711132082,2019,
