type,term_days,date,time,volume_mln,rate_wavg,settlement,volume_bln
Репо,1,2010-09-15,11:30,609.2,5.05,S0,0.6092000000000001
Репо,1,2010-09-15,15:30,0.0,0.0,S0,0.0
Репо,1,2010-09-16,11:30,128.2,5.05,S0,0.12819999999999998
Репо,1,2010-09-16,15:30,0.0,0.0,S0,0.0
Репо,3,2010-09-17,11:30,128.3,5.1,S0,0.12830000000000003
Репо,3,2010-09-17,15:30,0.0,0.0,S0,0.0
Репо,1,2010-09-20,11:30,269.0,5.07,S0,0.269
Репо,91,2010-09-20,13:30,0.0,0.0,S2,0.0
Репо,1,2010-09-20,15:30,0.0,0.0,S0,0.0
Репо,1,2010-09-21,15:30,0.0,0.0,S0,0.0
Репо,1,2010-09-21,11:30,1362.3,5.05,S0,1.3622999999999998
Репо,7,2010-09-21,13:30,618.4,5.04,S1,0.6184
Репо,1,2010-09-22,15:30,0.0,0.0,S0,0.0
Репо,1,2010-09-22,11:30,1208.3,5.04,S0,1.2083
Репо,1,2010-09-23,11:30,173.9,5.07,S0,0.1739
Репо,1,2010-09-23,15:30,0.0,0.0,S0,0.0
Репо,3,2010-09-24,11:30,250.6,5.06,S0,0.2506
Репо,3,2010-09-24,15:30,0.0,0.0,S0,0.0
Репо,1,2010-09-27,11:30,555.4,5.06,S0,0.5554
Репо,1,2010-09-27,15:30,0.0,0.0,S0,0.0
Репо,86,2010-09-27,13:30,0.0,0.0,S2,0.0
Репо,1,2010-09-28,11:30,704.0,5.05,S0,0.704
Репо,7,2010-09-28,13:30,100.8,5.04,S1,0.1008
Репо,1,2010-09-28,15:30,0.0,0.0,S0,0.0
Репо,1,2010-09-29,11:30,162.1,5.06,S0,0.1621
Репо,1,2010-09-29,15:30,0.0,0.0,S0,0.0
Репо,1,2010-09-30,15:30,11.9,5.01,S0,0.0119
Репо,1,2010-09-30,11:30,271.1,5.02,S0,0.2711
Репо,3,2010-10-01,15:30,0.0,0.0,S0,0.0
Репо,3,2010-10-01,11:30,595.2,5.05,S0,0.5952000000000001
Репо,1,2010-10-04,15:30,0.0,0.0,S0,0.0
Репо,1,2010-10-04,11:30,111.2,5.05,S0,0.11120000000000001
Репо,77,2010-10-04,13:30,0.0,0.0,S2,0.0
Репо,1,2010-10-05,11:30,20.3,5.01,S0,0.020300000000000002
Репо,7,2010-10-05,13:30,90.6,5.04,S1,0.0906
Репо,1,2010-10-05,15:30,0.0,0.0,S0,0.0
Репо,1,2010-10-06,11:30,0.0,0.0,S0,0.0
Репо,1,2010-10-06,15:30,0.0,0.0,S0,0.0
Репо,1,2010-10-07,11:30,0.0,0.0,S0,0.0
Репо,1,2010-10-07,15:30,0.0,0.0,S0,0.0
Репо,3,2010-10-08,11:30,0.0,0.0,S0,0.0
Репо,3,2010-10-08,15:30,0.0,0.0,S0,0.0
Репо,1,2010-10-11,11:30,0.0,0.0,S0,0.0
Репо,91,2010-10-11,13:30,0.0,0.0,S2,0.0
Репо,1,2010-10-11,15:30,0.0,0.0,S0,0.0
Репо,1,2010-10-12,11:30,0.0,0.0,S0,0.0
Репо,7,2010-10-12,13:30,67.4,5.03,S1,0.0674
Репо,1,2010-10-12,15:30,0.0,0.0,S0,0.0
Репо,1,2010-10-13,11:30,0.0,0.0,S0,0.0
Репо,1,2010-10-13,15:30,0.0,0.0,S0,0.0
Репо,1,2010-10-14,11:30,0.0,0.0,S0,0.0
Репо,1,2010-10-14,15:30,0.0,0.0,S0,0.0
Репо,3,2010-10-15,11:30,0.0,0.0,S0,0.0
Репо,3,2010-10-15,15:30,0.0,0.0,S0,0.0
Репо,1,2010-10-18,11:30,38.6,5.15,S0,0.0386
Репо,91,2010-10-18,13:30,0.0,0.0,S2,0.0
Репо,1,2010-10-18,15:30,0.0,0.0,S0,0.0
Репо,1,2010-10-19,15:30,0.0,0.0,S0,0.0
Репо,7,2010-10-19,13:30,116.6,5.07,S1,0.1166
Репо,1,2010-10-19,11:30,47.4,5.1,S0,0.0474
Репо,1,2010-10-20,11:30,38.7,5.08,S0,0.038700000000000005
Репо,1,2010-10-20,15:30,0.0,0.0,S0,0.0
Репо,1,2010-10-21,11:30,225.3,5.19,S0,0.2253
Репо,1,2010-10-21,15:30,0.0,0.0,S0,0.0
Репо,3,2010-10-22,11:30,153.5,5.16,S0,0.1535
Репо,3,2010-10-22,16:00,0.0,0.0,S0,0.0
Репо,1,2010-10-25,16:00,0.0,0.0,S0,0.0
Репо,91,2010-10-25,13:30,0.0,0.0,S2,0.0
Репо,1,2010-10-25,11:30,186.0,5.14,S0,0.186
Репо,1,2010-10-26,15:30,0.0,0.0,S0,0.0
Репо,1,2010-10-26,11:30,212.5,5.17,S0,0.2125
Репо,7,2010-10-26,13:30,239.3,5.18,S1,0.2393
Репо,1,2010-10-27,11:30,119.2,5.08,S0,0.1192
Репо,1,2010-10-27,15:30,0.0,0.0,S0,0.0
Репо,1,2010-10-28,11:30,146.4,5.06,S0,0.1464
Репо,1,2010-10-28,15:30,0.0,0.0,S0,0.0
Репо,3,2010-10-29,11:30,120.7,5.01,S0,0.1207
Репо,3,2010-10-29,15:30,0.0,0.0,S0,0.0
Репо,1,2010-11-01,11:30,0.0,0.0,S0,0.0
Репо,91,2010-11-01,13:30,84.8,6.51,S2,0.0848
Репо,1,2010-11-01,15:30,450.1,5.0,S0,0.4501
Репо,1,2010-11-02,11:30,0.0,0.0,S0,0.0
Репо,7,2010-11-02,13:30,229.5,5.1,S1,0.2295
Репо,1,2010-11-02,15:30,0.0,0.0,S0,0.0
Репо,5,2010-11-03,11:30,0.0,0.0,S0,0.0
Репо,5,2010-11-03,15:30,0.0,0.0,S0,0.0
Репо,1,2010-11-08,11:30,0.0,0.0,S0,0.0
Репо,91,2010-11-08,13:30,0.0,0.0,S2,0.0
Репо,1,2010-11-08,15:30,0.0,0.0,S0,0.0
Репо,1,2010-11-09,15:30,0.0,0.0,S0,0.0
Репо,1,2010-11-09,11:30,0.0,0.0,S0,0.0
Репо,7,2010-11-09,13:30,0.0,0.0,S1,0.0
Репо,1,2010-11-10,11:30,63.4,5.14,S0,0.0634
Репо,1,2010-11-10,15:30,0.0,0.0,S0,0.0
Репо,1,2010-11-11,11:30,0.0,0.0,S0,0.0
Репо,1,2010-11-11,15:30,0.0,0.0,S0,0.0
Репо,1,2010-11-12,11:30,0.0,0.0,S0,0.0
Репо,1,2010-11-12,15:30,0.0,0.0,S0,0.0
Репо,2,2010-11-13,16:00,0.0,0.0,S0,0.0
Репо,2,2010-11-13,11:30,0.0,0.0,S0,0.0
Репо,1,2010-11-15,11:30,0.0,0.0,S0,0.0
Репо,91,2010-11-15,13:30,0.0,0.0,S2,0.0
Репо,1,2010-11-15,15:30,0.0,0.0,S0,0.0
Репо,1,2010-11-16,11:30,0.0,0.0,S0,0.0
Репо,7,2010-11-16,13:30,0.0,0.0,S1,0.0
Репо,1,2010-11-16,15:30,0.0,0.0,S0,0.0
Репо,1,2010-11-17,11:30,0.0,0.0,S0,0.0
Репо,1,2010-11-17,15:30,0.0,0.0,S0,0.0
Репо,1,2010-11-18,15:30,0.0,0.0,S0,0.0
Репо,1,2010-11-18,11:30,0.0,0.0,S0,0.0
Репо,3,2010-11-19,11:30,0.0,0.0,S0,0.0
Репо,3,2010-11-19,15:30,0.0,0.0,S0,0.0
Репо,1,2010-11-22,11:30,0.0,0.0,S0,0.0
Репо,86,2010-11-22,13:30,0.0,0.0,S2,0.0
Репо,1,2010-11-22,15:30,801.8,5.03,S0,0.8018
Репо,1,2010-11-23,11:30,983.7,5.06,S0,0.9837
Репо,7,2010-11-23,13:30,0.0,0.0,S1,0.0
Репо,1,2010-11-23,15:30,0.0,0.0,S0,0.0
Репо,1,2010-11-24,11:30,0.0,0.0,S0,0.0
Репо,1,2010-11-24,16:00,0.0,0.0,S0,0.0
Репо,1,2010-11-25,11:30,25.7,5.05,S0,0.0257
Репо,1,2010-11-25,16:00,0.0,0.0,S0,0.0
Репо,3,2010-11-26,11:30,0.0,0.0,S0,0.0
Репо,3,2010-11-26,16:00,0.0,0.0,S0,0.0
Репо,1,2010-11-29,11:30,1933.2,5.07,S0,1.9332
Репо,91,2010-11-29,13:30,0.0,0.0,S2,0.0
Репо,1,2010-11-29,16:00,6310.2,5.26,S0,6.3102
Репо,1,2010-11-30,16:00,1260.5,6.7,S0,1.2605
Репо,1,2010-11-30,11:30,29943.3,5.25,S0,29.9433
Репо,7,2010-11-30,13:30,168.0,5.18,S1,0.168
Репо,1,2010-12-01,16:00,0.0,0.0,S0,0.0
Репо,1,2010-12-01,11:30,6870.6,5.2,S0,6.8706000000000005
Репо,1,2010-12-02,11:30,5318.2,5.2,S0,5.3182
Репо,1,2010-12-02,16:00,0.0,0.0,S0,0.0
Репо,3,2010-12-03,11:30,4443.1,5.22,S0,4.4431
Репо,3,2010-12-03,15:30,0.0,0.0,S0,0.0
Репо,1,2010-12-06,11:30,5127.3,5.2,S0,5.1273
Репо,1,2010-12-06,15:30,152.7,5.03,S0,0.1527
Репо,91,2010-12-06,13:30,169.6,6.55,S2,0.1696
Репо,1,2010-12-07,11:30,5705.2,5.21,S0,5.7052
Репо,7,2010-12-07,13:30,0.0,0.0,S1,0.0
Репо,1,2010-12-07,15:30,0.0,0.0,S0,0.0
Репо,1,2010-12-08,11:30,3999.9,5.23,S0,3.9999000000000002
Репо,1,2010-12-08,15:30,18.0,5.22,S0,0.018
Репо,1,2010-12-09,15:30,0.0,0.0,S0,0.0
Репо,1,2010-12-09,11:30,3758.8,5.1,S0,3.7588000000000004
Репо,3,2010-12-10,15:30,0.0,0.0,S0,0.0
Репо,3,2010-12-10,11:30,2045.1,5.15,S0,2.0450999999999997
Репо,1,2010-12-13,15:30,0.0,0.0,S0,0.0
Репо,1,2010-12-13,11:30,0.0,0.0,S0,0.0
Репо,91,2010-12-13,13:30,0.0,0.0,S2,0.0
Репо,1,2010-12-14,15:30,0.0,0.0,S0,0.0
Репо,1,2010-12-14,11:30,0.0,0.0,S0,0.0
Репо,7,2010-12-14,13:30,0.0,0.0,S1,0.0
Репо,1,2010-12-15,11:30,0.0,0.0,S0,0.0
Репо,1,2010-12-15,15:30,0.0,0.0,S0,0.0
Репо,1,2010-12-16,11:30,208.8,5.05,S0,0.2088
Репо,1,2010-12-16,15:30,0.0,0.0,S0,0.0
Репо,3,2010-12-17,11:30,0.0,0.0,S0,0.0
Репо,3,2010-12-17,16:00,0.0,0.0,S0,0.0
Репо,1,2010-12-20,11:30,0.0,0.0,S0,0.0
Репо,91,2010-12-20,13:30,2031.7,6.51,S2,2.0317
Репо,1,2010-12-20,16:00,0.0,0.0,S0,0.0
Репо,1,2010-12-21,11:30,0.0,0.0,S0,0.0
Репо,7,2010-12-21,13:30,0.0,0.0,S1,0.0
Репо,1,2010-12-21,15:30,0.0,0.0,S0,0.0
Репо,1,2010-12-22,15:30,0.0,0.0,S0,0.0
Репо,1,2010-12-22,11:30,0.0,0.0,S0,0.0
Репо,1,2010-12-23,11:30,0.0,0.0,S0,0.0
Репо,1,2010-12-23,16:00,0.0,0.0,S0,0.0
Репо,3,2010-12-24,15:30,0.0,0.0,S0,0.0
Репо,3,2010-12-24,11:30,678.9,5.15,S0,0.6789
Репо,1,2010-12-27,11:30,1079.8,5.11,S0,1.0797999999999999
Репо,1,2010-12-27,15:30,0.0,0.0,S0,0.0
Репо,1,2010-12-28,11:30,1161.5,5.14,S0,1.1615
Репо,14,2010-12-28,13:30,640.5,5.02,S1,0.6405
Репо,1,2010-12-28,15:30,0.0,0.0,S0,0.0
Репо,1,2010-12-29,11:30,1784.0,5.15,S0,1.784
Репо,1,2010-12-29,15:30,0.0,0.0,S0,0.0
Репо,1,2010-12-30,11:30,0.0,0.0,S0,0.0
Репо,1,2010-12-30,15:30,0.0,0.0,S0,0.0
Репо,1,2011-01-11,15:30,0.0,0.0,S0,0.0
Репо,1,2011-01-11,11:30,0.0,0.0,S0,0.0
Репо,7,2011-01-11,13:30,0.0,0.0,S1,0.0
Репо,1,2011-01-12,15:30,0.0,0.0,S0,0.0
Репо,1,2011-01-12,11:30,0.0,0.0,S0,0.0
Репо,1,2011-01-13,11:30,0.0,0.0,S0,0.0
Репо,1,2011-01-13,15:30,0.0,0.0,S0,0.0
Репо,3,2011-01-14,15:30,0.0,0.0,S0,0.0
Репо,3,2011-01-14,11:30,0.0,0.0,S0,0.0
Репо,1,2011-01-17,11:30,0.0,0.0,S0,0.0
Репо,91,2011-01-17,13:30,0.0,0.0,S2,0.0
Репо,1,2011-01-17,15:30,0.0,0.0,S0,0.0
Репо,1,2011-01-18,11:30,0.0,0.0,S0,0.0
Репо,7,2011-01-18,13:30,0.0,0.0,S0,0.0
Репо,1,2011-01-18,16:00,0.0,0.0,S0,0.0
Репо,1,2011-01-19,11:30,0.0,0.0,S0,0.0
Репо,1,2011-01-19,15:30,0.0,0.0,S0,0.0
Репо,1,2011-01-20,11:30,0.0,0.0,S0,0.0
Репо,3,2011-01-21,11:30,0.0,0.0,S0,0.0
Репо,3,2011-01-21,15:30,0.0,0.0,S0,0.0
Репо,1,2011-01-24,11:30,0.0,0.0,S0,0.0
Репо,91,2011-01-24,13:30,0.0,0.0,S2,0.0
Репо,1,2011-01-24,15:30,0.0,0.0,S0,0.0
Репо,1,2011-01-25,15:30,0.0,0.0,S0,0.0
Репо,1,2011-01-25,11:30,0.0,0.0,S0,0.0
Репо,7,2011-01-25,13:30,0.0,0.0,S1,0.0
Репо,1,2011-01-26,11:30,0.0,0.0,S0,0.0
Репо,1,2011-01-26,15:30,0.0,0.0,S0,0.0
Репо,1,2011-01-27,11:30,0.0,0.0,S0,0.0
Репо,1,2011-01-27,15:30,0.0,0.0,S0,0.0
Репо,3,2011-01-28,11:30,0.0,0.0,S0,0.0
Репо,3,2011-01-28,16:00,0.0,0.0,S0,0.0
Репо,1,2011-01-31,15:30,0.0,0.0,S0,0.0
Репо,91,2011-01-31,13:30,0.0,0.0,S2,0.0
Репо,1,2011-01-31,11:30,0.0,0.0,S0,0.0
Репо,1,2011-02-01,11:30,0.0,0.0,S0,0.0
Репо,7,2011-02-01,13:30,0.0,0.0,S1,0.0
Репо,1,2011-02-01,15:30,0.0,0.0,S0,0.0
Репо,1,2011-02-02,11:30,0.0,0.0,S0,0.0
Репо,1,2011-02-02,15:30,0.0,0.0,S0,0.0
Репо,1,2011-02-03,11:30,0.0,0.0,S0,0.0
Репо,1,2011-02-03,15:30,0.0,0.0,S0,0.0
Репо,3,2011-02-04,15:30,0.0,0.0,S0,0.0
Репо,3,2011-02-04,11:30,0.0,0.0,S0,0.0
Репо,1,2011-02-07,16:00,0.0,0.0,S0,0.0
Репо,1,2011-02-07,11:30,0.0,0.0,S0,0.0
Репо,91,2011-02-07,13:30,0.0,0.0,S0,0.0
Репо,1,2011-02-08,16:00,0.0,0.0,S0,0.0
Репо,1,2011-02-08,11:30,0.0,0.0,S0,0.0
Репо,7,2011-02-08,13:30,0.0,0.0,S1,0.0
Репо,1,2011-02-09,11:30,0.0,0.0,S0,0.0
Репо,1,2011-02-09,16:00,0.0,0.0,S0,0.0
Репо,1,2011-02-10,11:30,0.0,0.0,S0,0.0
Репо,1,2011-02-10,16:00,0.0,0.0,S0,0.0
Репо,3,2011-02-11,11:30,0.0,0.0,S0,0.0
Репо,3,2011-02-11,16:00,0.0,0.0,S0,0.0
Репо,1,2011-02-14,11:30,0.0,0.0,S0,0.0
Репо,91,2011-02-14,13:30,0.0,0.0,S2,0.0
Репо,1,2011-02-14,16:00,0.0,0.0,S0,0.0
Репо,1,2011-02-15,11:30,0.0,0.0,S0,0.0
Репо,7,2011-02-15,13:30,0.0,0.0,S1,0.0
Репо,1,2011-02-15,16:00,0.0,0.0,S0,0.0
Репо,1,2011-02-16,11:30,0.0,0.0,S0,0.0
Репо,1,2011-02-16,16:00,0.0,0.0,S0,0.0
Репо,1,2011-02-17,11:30,0.0,0.0,S0,0.0
Репо,3,2011-02-18,11:30,0.0,0.0,S0,0.0
Репо,3,2011-02-18,16:00,0.0,0.0,S0,0.0
Репо,1,2011-02-21,11:30,0.0,0.0,S0,0.0
Репо,90,2011-02-21,13:30,0.0,0.0,S2,0.0
Репо,1,2011-02-21,15:30,0.0,0.0,S0,0.0
Репо,2,2011-02-22,15:30,0.0,0.0,S0,0.0
Репо,2,2011-02-22,11:30,0.0,0.0,S0,0.0
Репо,6,2011-02-22,13:30,0.0,0.0,S1,0.0
Репо,1,2011-02-24,11:30,0.0,0.0,S0,0.0
Репо,1,2011-02-24,15:30,0.0,0.0,S0,0.0
Репо,3,2011-02-25,11:30,0.0,0.0,S0,0.0
Репо,3,2011-02-25,15:30,0.0,0.0,S0,0.0
Репо,1,2011-02-28,11:30,0.0,0.0,S0,0.0
Репо,91,2011-02-28,13:30,0.0,0.0,S2,0.0
Репо,1,2011-02-28,15:30,0.0,0.0,S0,0.0
Репо,1,2011-03-01,15:30,0.0,0.0,S0,0.0
Репо,7,2011-03-01,13:30,0.0,0.0,S1,0.0
Репо,1,2011-03-01,11:30,0.0,0.0,S0,0.0
Репо,1,2011-03-02,11:30,0.0,0.0,S0,0.0
Репо,1,2011-03-02,15:30,0.0,0.0,S0,0.0
Репо,1,2011-03-03,11:30,0.0,0.0,S0,0.0
Репо,1,2011-03-03,15:30,0.0,0.0,S0,0.0
Репо,1,2011-03-04,11:30,0.0,0.0,S0,0.0
Репо,1,2011-03-04,15:30,0.0,0.0,S0,0.0
Репо,4,2011-03-05,16:00,0.0,0.0,S0,0.0
Репо,91,2011-03-05,13:30,0.0,0.0,S1,0.0
Репо,4,2011-03-05,11:30,0.0,0.0,S0,0.0
Репо,1,2011-03-09,11:30,0.0,0.0,S0,0.0
Репо,1,2011-03-09,15:30,0.0,0.0,S0,0.0
Репо,1,2011-03-10,11:30,0.0,0.0,S0,0.0
Репо,1,2011-03-10,15:30,0.0,0.0,S0,0.0
Репо,3,2011-03-11,11:30,0.0,0.0,S0,0.0
Репо,3,2011-03-11,15:30,0.0,0.0,S0,0.0
Репо,1,2011-03-14,11:30,0.0,0.0,S0,0.0
Репо,91,2011-03-14,13:30,0.0,0.0,S2,0.0
Репо,1,2011-03-14,15:30,0.0,0.0,S0,0.0
Репо,1,2011-03-15,11:30,0.0,0.0,S0,0.0
Репо,7,2011-03-15,13:30,0.0,0.0,S1,0.0
Репо,1,2011-03-15,15:30,0.0,0.0,S0,0.0
Репо,1,2011-03-16,11:30,0.0,0.0,S0,0.0
Репо,1,2011-03-16,16:00,0.0,0.0,S0,0.0
Репо,1,2011-03-17,11:30,0.0,0.0,S0,0.0
Репо,1,2011-03-17,15:30,0.0,0.0,S0,0.0
Репо,3,2011-03-18,15:30,0.0,0.0,S0,0.0
Репо,3,2011-03-18,11:30,0.0,0.0,S0,0.0
Репо,1,2011-03-21,16:00,0.0,0.0,S0,0.0
Репо,1,2011-03-21,11:30,0.0,0.0,S0,0.0
Репо,91,2011-03-21,13:30,0.0,0.0,S2,0.0
Репо,1,2011-03-22,11:30,0.0,0.0,S0,0.0
Репо,7,2011-03-22,13:30,0.0,0.0,S1,0.0
Репо,1,2011-03-22,16:00,0.0,0.0,S0,0.0
Репо,1,2011-03-23,11:30,0.0,0.0,S0,0.0
Репо,1,2011-03-23,16:00,0.0,0.0,S0,0.0
Репо,1,2011-03-24,16:00,0.0,0.0,S0,0.0
Репо,1,2011-03-24,11:30,0.0,0.0,S0,0.0
Репо,3,2011-03-25,11:30,0.0,0.0,S0,0.0
Репо,3,2011-03-25,16:00,0.0,0.0,S0,0.0
Репо,1,2011-03-28,11:30,0.0,0.0,S0,0.0
Репо,1,2011-03-28,15:30,0.0,0.0,S0,0.0
Репо,7,2011-03-29,13:30,0.0,0.0,S0,0.0
Репо,1,2011-03-29,11:30,0.0,0.0,S0,0.0
Репо,1,2011-03-30,11:30,0.0,0.0,S0,0.0
Репо,1,2011-03-31,15:30,0.0,0.0,S0,0.0
Репо,1,2011-03-31,11:30,0.0,0.0,S0,0.0
Репо,3,2011-04-01,15:30,0.0,0.0,S0,0.0
Репо,3,2011-04-01,11:30,0.0,0.0,S0,0.0
Репо,1,2011-04-04,15:30,0.0,0.0,S0,0.0
Репо,1,2011-04-04,11:30,0.0,0.0,S0,0.0
Репо,7,2011-04-05,13:30,0.0,0.0,S1,0.0
Репо,1,2011-04-05,15:30,0.0,0.0,S0,0.0
Репо,1,2011-04-05,11:30,0.0,0.0,S0,0.0
Репо,1,2011-04-06,11:30,0.0,0.0,S0,0.0
Репо,1,2011-04-06,15:30,0.0,0.0,S0,0.0
Репо,1,2011-04-07,11:30,0.0,0.0,S0,0.0
Репо,1,2011-04-07,15:30,0.0,0.0,S0,0.0
Репо,3,2011-04-08,15:30,0.0,0.0,S0,0.0
Репо,3,2011-04-08,11:30,0.0,0.0,S0,0.0
Репо,1,2011-04-11,11:30,0.0,0.0,S0,0.0
Репо,1,2011-04-11,15:30,0.0,0.0,S0,0.0
Репо,1,2011-04-12,11:30,0.0,0.0,S0,0.0
Репо,7,2011-04-12,13:30,0.0,0.0,S0,0.0
Репо,1,2011-04-12,15:30,0.0,0.0,S0,0.0
Репо,1,2011-04-13,15:30,0.0,0.0,S0,0.0
Репо,7,2011-04-13,13:30,0.0,0.0,S1,0.0
Репо,1,2011-04-13,11:30,0.0,0.0,S0,0.0
Репо,1,2011-04-14,11:30,0.0,0.0,S0,0.0
Репо,1,2011-04-14,15:30,0.0,0.0,S0,0.0
Репо,3,2011-04-15,11:30,0.0,0.0,S0,0.0
Репо,3,2011-04-15,15:30,0.0,0.0,S0,0.0
Репо,1,2011-04-18,11:30,0.0,0.0,S0,0.0
Репо,90,2011-04-18,13:30,0.0,0.0,S0,0.0
Репо,1,2011-04-18,15:30,0.0,0.0,S0,0.0
Репо,1,2011-04-19,11:30,0.0,0.0,S0,0.0
Репо,7,2011-04-19,13:30,0.0,0.0,S0,0.0
Репо,1,2011-04-19,15:30,0.0,0.0,S0,0.0
Репо,1,2011-04-20,11:30,0.0,0.0,S0,0.0
Репо,1,2011-04-20,15:30,0.0,0.0,S0,0.0
Репо,1,2011-04-21,11:30,0.0,0.0,S0,0.0
Репо,1,2011-04-21,15:30,0.0,0.0,S0,0.0
Репо,3,2011-04-22,15:30,0.0,0.0,S0,0.0
Репо,1,2011-04-22,11:30,0.0,0.0,S0,0.0
Репо,1,2011-04-25,11:30,0.0,0.0,S0,0.0
Репо,1,2011-04-25,15:30,0.0,0.0,S0,0.0
Репо,1,2011-04-26,15:30,0.0,0.0,S0,0.0
Репо,1,2011-04-26,11:30,0.0,0.0,S0,0.0
Репо,7,2011-04-26,13:30,0.0,0.0,S1,0.0
Репо,1,2011-04-27,11:30,0.0,0.0,S0,0.0
Репо,1,2011-04-27,15:30,0.0,0.0,S0,0.0
Репо,1,2011-04-28,11:30,0.0,0.0,S0,0.0
Репо,1,2011-04-28,15:30,0.0,0.0,S0,0.0
Репо,4,2011-04-29,11:30,4553.7,5.39,S0,4.5537
Репо,4,2011-04-29,15:30,5296.3,5.35,S0,5.2963000000000005
Репо,1,2011-05-03,11:30,17122.0,5.52,S0,17.122
Репо,7,2011-05-03,13:30,0.0,0.0,S1,0.0
Репо,1,2011-05-03,15:30,2292.7,5.62,S0,2.2927
Репо,1,2011-05-04,11:30,1513.4,5.55,S0,1.5134
Репо,1,2011-05-04,15:30,0.0,0.0,S0,0.0
Репо,1,2011-05-05,15:30,0.0,0.0,S0,0.0
Репо,1,2011-05-05,11:30,0.0,0.0,S0,0.0
Репо,4,2011-05-06,15:30,0.0,0.0,S0,0.0
Репо,4,2011-05-06,11:30,0.0,0.0,S0,0.0
Репо,1,2011-05-10,15:30,0.0,0.0,S0,0.0
Репо,1,2011-05-10,11:30,0.0,0.0,S0,0.0
Репо,7,2011-05-10,13:30,0.0,0.0,S1,0.0
Репо,1,2011-05-11,11:30,0.0,0.0,S0,0.0
Репо,1,2011-05-11,15:30,0.0,0.0,S0,0.0
Репо,1,2011-05-12,11:30,0.0,0.0,S0,0.0
Репо,1,2011-05-12,15:30,0.0,0.0,S0,0.0
Репо,3,2011-05-13,11:30,0.0,0.0,S0,0.0
Репо,3,2011-05-13,15:30,0.0,0.0,S0,0.0
Репо,1,2011-05-16,11:30,0.0,0.0,S0,0.0
Репо,90,2011-05-16,13:30,0.0,0.0,S2,0.0
Репо,1,2011-05-16,15:30,0.0,0.0,S0,0.0
Репо,1,2011-05-17,11:30,0.0,0.0,S0,0.0
Репо,7,2011-05-17,13:30,0.0,0.0,S1,0.0
Репо,1,2011-05-17,15:30,0.0,0.0,S0,0.0
Репо,1,2011-05-18,15:30,0.0,0.0,S0,0.0
Репо,1,2011-05-18,11:30,0.0,0.0,S0,0.0
Репо,1,2011-05-19,15:30,0.0,0.0,S0,0.0
Репо,1,2011-05-19,11:30,0.0,0.0,S0,0.0
Репо,3,2011-05-20,11:30,0.0,0.0,S0,0.0
Репо,3,2011-05-20,15:30,0.0,0.0,S0,0.0
Репо,1,2011-05-23,11:30,0.0,0.0,S0,0.0
Репо,1,2011-05-23,15:30,0.0,0.0,S0,0.0
Репо,1,2011-05-24,15:30,0.0,0.0,S0,0.0
Репо,1,2011-05-24,11:30,0.0,0.0,S0,0.0
Репо,7,2011-05-24,13:30,0.0,0.0,S1,0.0
Репо,1,2011-05-25,11:30,0.0,0.0,S0,0.0
Репо,1,2011-05-25,15:30,0.0,0.0,S0,0.0
Репо,1,2011-05-26,11:30,0.0,0.0,S0,0.0
Репо,1,2011-05-26,15:30,0.0,0.0,S0,0.0
Репо,3,2011-05-27,11:30,1770.0,5.54,S0,1.77
Репо,3,2011-05-27,15:30,2707.9,5.57,S0,2.7079
Репо,1,2011-05-30,11:30,10757.9,5.54,S0,10.7579
Репо,1,2011-05-30,15:30,0.0,0.0,S0,0.0
Репо,1,2011-05-31,11:30,253.8,5.53,S0,0.2538
Репо,7,2011-05-31,13:30,0.0,0.0,S1,0.0
Репо,1,2011-05-31,15:30,0.0,0.0,S0,0.0
Репо,1,2011-06-01,11:30,0.0,0.0,S0,0.0
Репо,1,2011-06-01,15:30,0.0,0.0,S0,0.0
Репо,1,2011-06-02,15:30,0.0,0.0,S0,0.0
Репо,1,2011-06-02,11:30,0.0,0.0,S0,0.0
Репо,3,2011-06-03,11:30,0.0,0.0,S0,0.0
Репо,3,2011-06-03,15:30,0.0,0.0,S0,0.0
Репо,1,2011-06-06,11:30,0.0,0.0,S0,0.0
Репо,1,2011-06-06,15:30,0.0,0.0,S0,0.0
Репо,1,2011-06-07,11:30,0.0,0.0,S0,0.0
Репо,7,2011-06-07,13:30,0.0,0.0,S0,0.0
Репо,1,2011-06-07,15:30,0.0,0.0,S0,0.0
Репо,1,2011-06-08,11:30,0.0,0.0,S0,0.0
Репо,1,2011-06-08,15:30,0.0,0.0,S0,0.0
Репо,1,2011-06-09,11:30,0.0,0.0,S0,0.0
Репо,1,2011-06-09,15:30,0.0,0.0,S0,0.0
Репо,3,2011-06-10,11:30,0.0,0.0,S0,0.0
Репо,1,2011-06-10,15:30,0.0,0.0,S0,0.0
Репо,1,2011-06-14,15:30,0.0,0.0,S0,0.0
Репо,1,2011-06-14,11:30,0.0,0.0,S0,0.0
Репо,7,2011-06-14,13:30,0.0,0.0,S0,0.0
Репо,1,2011-06-15,15:30,0.0,0.0,S0,0.0
Репо,1,2011-06-15,11:30,0.0,0.0,S0,0.0
Репо,1,2011-06-16,11:30,0.0,0.0,S0,0.0
Репо,1,2011-06-16,15:30,0.0,0.0,S0,0.0
Репо,3,2011-06-17,11:30,0.0,0.0,S0,0.0
Репо,3,2011-06-17,15:30,0.0,0.0,S0,0.0
Репо,1,2011-06-20,11:30,0.0,0.0,S0,0.0
